,text,soc
599,"We zoom in on key issues like carbon, water, responsible consumption, human rights, local sourcing and the opportunities and challenges of doing business in Africa.",1
600,"The SET retains strategic management of the costs excluded from Reported financial information in arriving at Core financial measures, tracking their impact on Reported Operating profit and EPS, with operational management being delegated on a case-bycase basis to ensure clear accountability and consistency for each cost category.",0
601,"Examples include our virtual ‘What’s Brewing' Seminar for investors and our attendance at COP-met with civil society, government officials and young climate activists.",1
602,"This value creation model puts growth, profit and capital on equal footing with sustainability and responsibility.",1
603,"The charter details the composition, responsibilities and code of conduct under which the Board operates.",0
604,"Political instability, changes to the regulatory environment or taxation, international trade disputes and barriers to free trade, international sanctions, expropriation or nationalization of property, civil strife, strikes, insurrections, acts of terrorism, acts of war and public health situations (including the continued impact of the COVID-epidemic or pandemic) may disrupt or curtail our operations, business activities or investments.",0
605,"People, see from page 83,100 employees 2020: 76,100 2019: 70,600 48.1% of our senior roles are filled by women 87% of employees believe strongly in Company’s future direction and key priorities 78% of employees believe there is effective collaboration between teams Commitment to society We recognise the interconnection between our business, the needs of society and the limitations of our planet.",1
606,"These vendors are expected to respect local laws and have committed to follow the standards set forth in the Company’s Vendor Code of Conduct, which details the Company’s dedication to human rights, labor rights, environmental responsibility and workplace safety.",1
607,"At operating company level, accountability for driving our ambition lies with the Managing Director/General Manager of the operating company.",0
608,"Our risk-based approach The current four step Supplier Code Compliance Procedure allows us to identify and evaluate potential risks with our suppliers and execute mitigating actions to address the following issues: anti-bribery and anti-corruption, sanctions, political exposure, negative media coverage related to issues such as labour and human rights, health and safety, fraud, fair competition and money laundering.",1
609,"We are committed to operating in a way that recognises the interconnection between business growth, the needs of society and the limitations of our planet.",1
610,"Taking a long-term approach, Company has a strategy that is focused on watershed health to protect water resources.",0
611,"The framework requires the assessment of operational risk events to determine root causes, impact to customers and/or us, and resolution plan accountability to correct any defect, remediate customers, and enhance controls and testing to mitigate future issues.",0
612,"Listening to the voices of our people provides the input to ensure that they have the tools and resources to do their jobs and the right learning opportunities, and that they experience a positive, respectful and inclusive work environment.",1
613,"• The CEO and other executive directors are required to maintain shareholdings equivalent to and 450% of salary respectively, including for two years post employment (2020 policy).",0
614,"Leaving employment will normally preclude the conversion of units into shares, but special arrangements apply for participants that leave for qualifying reasons.",0
615,"To guide our operating companies, we have included respecting human rights in high-risk contexts in our global Human Rights Policy and designed a set of ‘Golden Principles’ and corresponding actions.",1
616,"Fair wages also take into account factors such as family size, number of individuals employed per family and hours worked.",1
617,"ex cl us iv ity + ye ar s 1 2 3 4 5 6 7 8 9 Inspired by our Values and what science can do, we are focused on accelerating the delivery of life-changing medicines that create enduring value for patients and society.",1
618,"To achieve our commitment, we begin by assessing wages across all operating companies against the Fair Wage Network and aim to close any wage gaps by the end of 2023.",1
619,"In the UK, we launched a Women and Allies Network which provides a safe environment for all colleagues to be part of the conversation.",1
620,"Investor preferences and sentiment are influenced by environmental, social and corporate governance (ESG) considerations including climate change and the transition to a lower carbon economy.",1
621,We are committed to continuing to invest in our colleagues and their wellbeing to further differentiate Company as an innovative workplace and enable us to attract the best talent.,1
622,"We are also a company rooted in family, one that thinks in generations to serve the needs of all stakeholders.",1
623,"Our regulators are increasingly focused on ensuring that our privacy, data protection, data governance and information and cyber security-related policies and practices are adequate to inform customers of our data collection, use, sharing and/or security practices, to provide them with choices, if required, about how we use and share their information, and to appropriately safeguard their personal information and account access.",0
624,"The assessment put forward a small number of recommendations concerning the Board’s role in ESG, risk and reputation management, and future requirements in the skills matrix of new Board members, all of which were comprehensively addressed by the Board during the course of last year.",1
625,"further put in place adequate contractual measures with respect to sharing and transferring data with third parties, reviewing its privacy notices and other customer notifications and reviewing the current data security framework on an ongoing basis.",0
626,The Group is dealing with these civil claims with help from its local advisors.,0
627,Our people are diversity and an average age of 35.,1
628,"They are a vital part of our company and we are committed to taking steps to ensure that they work reasonable hours in a safe, healthy work environment and earn a fair wage.",1
629,"In the US, group companies also provide post-retirement healthcare to eligible retired employees and their dependants (and, in certain legacy cases, life insurance coverage); the entitlement to these benefits is based on the employee remaining in service until a specified age and completion of a minimum period of service.",0
630,"During requires it to encourage a diverse and inclusive working environment in the boardroom, where everyone is accepted, valued and receives fair treatment according to their different needs and situations without discrimination or prejudice.",1
631,Our family roots are special to our company and foster a strong sense of belonging.,1
632,"We look at our water impacts contextually, including internal water usage and wastewater management, and external promotion of water security beyond our brewery walls.",0
633,"There have been improvements in the quality and cadence of information flows from management to the board, a risk governance review has been completed and board education sessions have been directed at strategic priorities, such as the emerging renewables and low carbon energy businesses, climate change risk and how Company is mitigating it consistent with its financial and sustainability aims.",0
634,"Ethical behaviour Anti-corruption who have received training on the organisation’s anti-corruption policies and procedures, broken down by region.",1
635,"A fair and safe workplace We believe in fairness, human connection and the joy of bringing people together.",1
636,"Our code of conduct and our values and behaviours, applicable to all employees, are central to managing this risk.",1
637,"This process includes identifying Environmental, Social and Governance (ESG) risks.",1
638,This is a bold ambition and achieving it will require us to strengthen our pipeline of women talent at levels below senior management.,1
639,– A deep-dive on carbon footprint and social sustainability.,1
640,"We rely on the experience and skills of our executive officers and associates, and the failure to attract or retain this talent, effectively manage succession, and establish a diverse workforce could have a material adverse impact on our business.",1
641,"Our Global Standard on External Funding covers community investment and provides guidance to ensure a consistent, transparent and ethical approach around the world, based on local need.",1
642,By 25 percent of senior management roles are filled by women.,1
643,"We regularly review our compensation practices to ensure colleagues in the same job, level and location are compensated fairly regardless of gender globally, and race and ethnicity in the United States.",1
644,The Supervisory Board also reviewed the Executive Board’s actual base salary and short-term and long-term variable remuneration versus the labour market peer group median.,0
645,"Each year, a target number of performance shares is conditionally granted based on the aforementioned target LTI opportunity percentage of that year, the base salary of that year, and the closing share price of of the preceding year.",0
646,"Pay equity Company believes that a culture of diversity, inclusion and equal opportunity is critical to our business success and makes us stronger.",1
647,"In business collective made up of 500 CEOs and their companies, to drive lasting change for people around the world living with a disability.",1
648,"In accordance with the board’s policy, the board as a whole aspires to have greater representation of those from an ethnic minority over time.",1
649,We recently closed our acquisition of umlaut and are excited to welcome industry-leading engineers and consultants to the Company family.,0
650,Retiring US employees typically take their pension benefit in the form of a lump sum payment upon retirement.,0
651,"In rights review approach and perform risk-based regional human rights reviews in Europe, Americas and Asia Pacific.",1
652,"Our aim is to encourage employees to express their opinions and to prevent and detect any behaviour not in line with our Values, Code of Ethics and Global Standards.",1
653,"By far the most significant positive impact we can have is through innovative technologies that reduce energy consumption and emissions, which improves quality of life for citizens around the world.",0
654,Keeping people safe We monitor and report on key workforce personal safety metrics in line with industry standards.,1
655,"We identify barriers to care and contribute towards health system strengthening by training providers and addressing gaps in awareness, education, prevention and diagnosis.",1
656,"This includes a collaboration with Common Market for Eastern and Southern Africa (COMESA), an economic community representing production in East Africa.",0
657,We are committed to ensuring gender balance across our senior management with the goal of by 2025 and 40% by 2030.,1
658,"Dividends and Share Repurchases” under “MD&A” and Note RRegulation in the areas of privacy, data protection, data governance, account access and information and cyber security could increase our costs and affect or limit our business opportunities and how we collect and/or use personal information.",0
659,We are committed to paying all Company employees a fair wage and to ensuring fair living and working standards for third-party employees and brand promoters.,1
660,"Increasing the gender diversity in the Company's senior management is a key priority for the Company, as also reflected in the other sections of this Annual Report.",1
661,and diverse workforce to deliver our purpose and strategy.,1
662,"E. Workforce policies Based on our Values, expected behaviours and key policy principles, the Code of Ethics empowers our workforce to make decisions that are in the best interests of the Group, society and the Company.",1
663,"If our factories are unwilling or not able to meet the standards set forth within the Company’s Vendor Code of Conduct, it could limit the options available to us and could result in an increase of costs of manufacturing, which we may not able to pass on to our customers.",0
664,"Activities during the year Learning and development activity is divided between developmental and educational needs, mandatory training (being training that all Company employees undertake such as code of conduct and cyber risk, among others) and site visits.",0
665,"Credit rating downgrades could potentially increase financing costs and limit access to financing or engagement in our trading activities on acceptable terms, which could put pressure on the group’s liquidity.",0
666,"We develop and maintain systems and processes aimed at detecting and preventing information and cyber security incidents and fraudulent activity, which require significant investment, maintenance and ongoing monitoring and updating as technologies and regulatory requirements change, new vulnerabilities and exploits are discovered and as efforts to overcome security measures become more sophisticated.",0
667,"Hoperations by switching fuel from natural gas to low carbon hydrogen, enabling their manufacturing facilities to produce low carbon products as society progresses towards a net zero future.",0
668,"marketing our products to consumers in several diverse demographic markets effectively, including through social media platforms which have become increasingly more important in order to stay connected to our customers; as our digital sales penetration has increased.",0
669,"With health and well-being as a key priority at Company, we focused on supporting our employees to stay safe, to make good choices regarding wellness, manage stress and connect with others in a positive and meaningful way.",1
670,"Geopolitical conditions, terrorist attacks, natural disasters, severe weather, widespread health emergencies or pandemics, information or cyber security incidents (including intrusion into or degradation of systems or technology by cyberattacks) and other catastrophic events can have a material adverse effect on our business.",0
671,"To complement the programme, a range of other activities were undertaken throughout the year for the board to engage with members of the workforce.",1
672,Empowering employees through our Code of Ethics to make decisions in the best interests of the Group and society.,1
673,Social sustainability The pandemic and the recovery ahead have underlined the importance of caring for our people and the people connected to our business.,1
674,In 40% reduction in the vehicle collision rate and a 68% reduction in the work-related injury rate from the 2015 baseline.,1
675,"After her degree and an internship at Company, Iga joined the Company Ability team in Poland where she found an ideal environment to develop and learn as one of the growing number of women in STEM (science, technology, engineering and mathematics) fields.",1
676,"Given his continued strong performance for the company, we propose to adjust Bernard’s salary by for the majority of the wider workforce in the UK.",0
677,"Prosperity Core metrics Disclosures Employment and wealth generation Absolute number and rate of employment group, gender, other indicators of diversity and region.",1
678,in Africa We are making social sustainability and human rights part of how we do business with third-party service providers in Africa.,1
679,"Aim equity and inclusion for our workforce and customers, and to increase supplier diversity spend to $1 billion.",1
680,"Following publication of the ESG datasheet, we identified minor data reporting corrections and implemented methodological improvements which have impacted the previously reported aim 3 figures.",1
681,Equal treatment and opportunity of our employees are key drivers for an inclusive environment.,1
682,"We recognize the importance of health and wellbeing, supporting livelihoods, treating people with respect and working to enhance diversity, equity and inclusion.",1
683,We are also building leadership capacity to create a safe working culture that puts safety first.,1
684,"Disclosure is required if certain company personnel have knowledge of “credible evidence” of a violation of federal criminal laws involving fraud, conflict of interest, bribery or improper gratuity, a violation of the civil U.S. False Claims Act or receipt of a significant overpayment from the government.",0
685,"In implemented a new Global Safety, Health and Environment (SHE) Standard that describes our commitment to, management of and accountability for SHE.",1
686,"Any fatal accidents involving permanent, fixed-term or temporary personnel in case the fatal accident occurred on the premises owned or rented by the Company Company (e.g. headquarters, the production or warehousing site (incl.",0
687,"For example, recent government initiatives in the U.S. or changes to existing laws, such as the adoption and implementation of national, state, or local government proposals relating to increases in minimum wage rates, may increase our costs of doing business and adversely affect our results of operations.",0
688,The remuneration policy of the Executive Board and a potential proposed amendment to include ESG-related performance measures in the long-term incentive plan.,1
689,> Education and information on advances in medical science.,0
690,"2021 Annual Report 2 Company Institute is a nonprofit environmental organization and fiscal sponsor to more than seventy-five projects working in the areas of conservation, energy and climate, women?s environmental leadership, international and Indigenous communities, sustainability and community resilience, and more.",1
691,"Human rights BV Our Code of Ethics and Human Rights Statement commit us to respecting and promoting international human rights – not only in our own operations, but also in our wider spheres of influence, such as our third-party providers.",1
692,"Each Division has full accountability for its results and carries the responsibility for business development, and research and development for leading technology to secure a number market position.",0
693,"Safety First remains our number one company behaviour, and our goal is to invest in leadership capacity to drive zero fatal accidents and serious injuries at work.",1
694,"Contributing to society is a fundamental part of our commitment to make a difference to people and our strategic ambition to lead in sustainability, as part of being a great place to work.",1
695,Our representation goals to increase minority and women representation and retain our key talent.,1
696,"Our brand and reputation are also associated with our public commitments to various corporate environmental, social and governance (ESG) initiatives, including our goals for sustainability and inclusion and diversity.",1
697,The topic of alcohol and health is under scrutiny in many markets.,0
698,"For temporary and outsourced staff, we remain fully committed to the principles of welfare, employment rights and nondiscrimination.",1
699,"In the interest of fairness, Company has not set a minimum earnings threshold for this population and allows all of the retail population to participate.",1
700,"We are fostering a global community of over Inclusion & Diversity (I&D) Ambassadors who help curate action plans to address local challenges in partnership with leadership teams spanning topics of culture, race, gender and more.",1
701,Our investors are also a vital part of Company’s community.,1
702,"Variable pay Where a Director leaves for certain specified reasons such as retirement, as a result of injury, illness or disability or otherwise with the agreement of the Committee (sometimes referred to as “good leaver” reasons) the following will apply: Annual bonus and annual bonus deferred shares Subject to performance, a bonus may be payable at the discretion of the Committee pro-rata for the portion of the financial year worked.",0
703,Senior leaders in key functions have expanded their commitments to grow the female talent pool below senior management levels to ensure we develop and support the managers of the future.,1
704,Our human rights policy and our code of conduct help us do that.,1
705,"Similarly, we are exposed to risk from bankruptcies, liquidations, insolvencies, financial distress, restructurings, consolidations, operational outages, cyber security incidents and other similar events that may occur in any industry representing a significant portion of our network volumes, which could negatively impact particular card products and services (and volumes generally) and our financial condition and results of operations.",0
706,We are focused on creating a sense of belonging and community across our brands.,1
707,"Our Health, Safety and Well-Being We are committed to creating a place where people can be successful both professionally and personally.",1
708,This is at the heart of how Company operates and why I am so proud of our relentless pursuit of the delivery of life-saving medicines and our wider contribution to society and the planet.,1
709,"This mindset is supported by our Diversity & Inclusion Strategy inclusive culture and equal treatment of everyone, regardless of gender, age, ethnic origin, sexual orientation, etc.",1
710,"We already do a lot to promote circularity in our operations – reusing spent grains in animal and human food sources, recovering biogas and organic fertiliser through our wastewater sludge, recycling water within our breweries and increasing our returnable bottles.",0
711,"The court dismissed plaintiffs’ federal antitrust claim, numerous state antitrust and consumer protection claims and their unjust enrichment claim.",0
712,"The Board has also adopted a Reporting and Escalation Procedure to ensure timely reporting of internal reportable events including bugs, technical failures, information security malfunctions and marketing and other operational incidents which may affect customers.",0
713,"Changes in the legal or regulatory environment affecting responsible sourcing, supply chain transparency, or environmental protection, among others, including regulations to limit carbon dioxide and other greenhouse gas emissions, to discourage the use of plastic or to limit or to impose additional costs on commercial water use may result in increased compliance costs for us and our business partners, all of which may negatively impact our results of operations, financial condition and cash flows.",0
714,Each officer’s age is indicated by the number in parentheses next to his or her name.,0
715,"Supply chain and business execution risks continued Failure in information technology or cybersecurity Significant disruption to our IT systems, including breaches of data security or cybersecurity, or failure to comply with applicable laws or regulations may result in losses or regulatory penalties, which could harm our reputation and materially affect our financial condition or results of operations.",0
716,"Examples of such other laws and regulations are those relating to anti-bribery and corruption, competition and data privacy laws, and human rights.",1
717,board received updates on community and environmental matters.,1
718,"(c) Share purchases under publicly announced programs are made pursuant to open market purchases, transactions (including employee benefit plans) or other purchases, including block trades, accelerated share repurchase programs or any combination of such methods as market conditions warrant and at prices we deem appropriate.",0
719,"Amstel ULTRA and Amstel more health-conscious consumer group, and this year served up a partnership with Rafa Nadal, the new global ambassador for the brands, spreading an important message of moderation and responsible consumption as part of an active and balanced lifestyle, as seen in our first campaign together – ""Choose Your Way to Live"".",1
720,"In respect of other forms of diversity, one member of the board self-identifies as being from a non-white ethnic minority background.",1
721,This included consideration of how the risk management process was embedded in the Group and the Committee assuring itself that management’s accountability for risks was clear and functioning.,0
722,Fair wage for employees: close any gaps Our commitment is to ensure all our employees worldwide earn at least a fair wage.,1
723,"These targets align with the United Nation’s Sustainable Development Goals, which address global challenges such as poverty, inequality, climate change, environmental degradation, prosperity and peace and justice.",1
724,"This requires the efficient production of safe, high quality agricultural products in a way that protects and improves the natural environment, social and economic conditions of farmers, their employees and local communities, and safeguards the health and welfare of all farmed species.",1
725,She has proudly witnessed how women are playing a bigger role in engineering.,1
726,"WTW is a member of the Remuneration Consultants’ Group, which is responsible for the stewardship and development of the voluntary code of conduct in relation to executive remuneration consulting in the UK.",1
727,Demographic assumptions The mortality assumptions are based on country-specific mortality tables.,0
728,"The Division offers digitally enabled controls for HVAC, lighting, shutters, and security in addition to low-voltage products including conventional wiring accessories, industrial plugs and sockets, emergency lighting, DIN-rail products, and enclosures ideal for single family homes, multiple dwellings, commercial buildings, infrastructure and industrial applications.",0
729,Our aim is to provide equal opportunities for all and reduce stereotypes about women as part of our commitment to the UN’s Women’s Empowerment Principles.,1
730,"The Company offers a broad assortment of apparel, personal care products and accessories for men, women and kids, which are sold primarily through its digital channels and Company-owned stores, as well as through various third-party arrangements.",0
731,The LSCs put people front and centre because safety is about people and their behaviours and must be owned by everyone.,1
732,"We are subject to numerous, and sometimes conflicting, legal regimes on matters as diverse as anticorruption, import/export controls, content requirements, trade restrictions, tariffs, taxation, sanctions, immigration, internal and disclosure control obligations, securities regulation, including ESG initiatives, anti-competition, anti-money-laundering, data privacy and protection, government compliance, wage-and-hour standards, employment and labor relations and human rights.",1
733,"Foundation: Our ways of working  We know that we can only be successful if we lead with integrity and fairness, with respect for the law and in line with our values.",1
734,The United States currently does not have a treaty with Ireland providing for the reciprocal recognition and enforcement of judgments in civil and commercial matters.,0
735,"In August regarding “Conflict Minerals”, as required by section 1502 of the Dodd-Frank Wall Street Reform and Consumer Protection Act.",0
736,The workforce engagement programme supports the UK Corporate Governance Code requirement that the board establishes a mechanism to have meaningful and regular dialogue with the workforce to capture key insights and to bring the employee voice into the boardroom.,1
737,Our Contribution to society KPI is based on our Sustainability scorecard.,1
738,"As a major employer and purchaser of raw materials, our biggest contribution to the social and economic well-being of communities is through our core business – the jobs we create, the businesses we support and the taxes we pay.",1
739,The Board will determine on an annual basis LTIP specific ESG measure(s) and related targets.,1
740,Respecting local tax regimes and paying our fair share is a fundamental responsibility of the Company to the communities on which we rely.,1
741,We have refreshed our Company Global Talent strategy to set the foundation to build talent management as a strategic capability for Company.,0
742,In early April personal injury cases from the consolidated multi-district proceedings.,0
743,"For example, failure to comply with the GDPR may lead to regulatory enforcement actions, which can result in monetary penalties of up to to discontinue certain data processing operations, civil lawsuits, or reputational damage.",0
744,"In addition, Company has expanded its gender ambition to cover all levels of the business and the board will oversee Company’s progress.",1
745,We will continue strengthening both a Talent mindset and skill-set in our leaders to build a full and diverse leadership pipeline.,1
746,"Recent developments Across many geographies, law enforcement has increased over the past years, in particular with regard to anti-bribery and corruption, competition and data privacy laws, and human rights.",1
747,"Compliance with current or future privacy, data protection, data governance, resiliency, data transfer, account access and information and cyber security laws could significantly impact our collection, use, sharing, retention and safeguarding of consumer and/or colleague information and could restrict our ability to fully maximize our closed-loop capability or provide certain products and services or work with certain service providers, which could materially and adversely affect our profitability.",0
748,"Although it received huge support by the local community and obtained all relevant environmental permits, there was disagreement among stakeholders on the potential impact it could have on a nearby archaeological site.",0
749,"We believe that our executive directors should have a material interest in the company, both during their tenure and after they leave Company.",0
750,"The impact of war, acts of terrorism, mass casualty events, social unrest, civil disturbance or disobedience could have a material adverse impact on our business In the past, the impact of war, acts of terrorism, mass casualty events, social unrest, civil disturbance or disobedience and the associated heightened security measures in response to these events have disrupted commerce.",0
751,"The supervision of the Executive Board by the Supervisory Board includes the achievement of the Company’s objectives, the corporate strategy and the risks inherent in the business activities, the design and effectiveness of the internal risk and control system, the financial reporting process, compliance with primary and secondary legislation, the Companyshareholder relationship and corporate social responsibility issues that are relevant to the Company.",1
752,"Any determination that any aspects of the importation of free of charge medications into Brazil as set forth in the Tax Assessment are not, or were not, in compliance with existing laws or regulations could result in the imposition of fines, civil penalties and, potentially criminal penalties, and/or other sanctions against the Group, and could have an adverse impact on the Group’s Brazilian operations.",0
753,Overview In framework of engagement to build on existing mechanisms for the board to engage with Company’s workforce.,0
754,"With our world-class technologies, marketing and trading capabilities, we have developed an innovative, diversified and flexible integrated business model enabling us to both provide more LNG to the region and increase our access to downstream gas markets.",0
755,"The Supervisory Board notes that gender is a construct and is, in the opinion of the Board, only one element of diversity.",1
756,"This role extends to the leadership team’s management of personal and process safety risks, security and cyber security risks, operational, environmental and social risks, ethics and compliance risks and modern slavery risk management.",1
757,"Purpose and key features Outcomes for Salary and benefits • Fixed remuneration reflecting the scale and complexity of our business, enabling us to attract and keep the highest calibre of global talent.",0
758,Role of the Board The Board acknowledges its accountability to shareholders for creating shareholder value within a framework that protects the rights and interest of shareholders and ensures the Company is properly managed.,0
759,"• The Emergency Planning and Community Right-to-Know Act requires reporting on the storage, use and releases of certain quantities of listed hazardous substances to designated government agencies.",0
760,"As health and wellbeing remains a priority for consumers, we are expanding our lower-calorie, lower-alcohol and non-alcoholic beer with Desperados Virgin Mojito and Lagunitas non-alcoholic IPA.",1
761,"To encourage vigilance among our employees, our cyber security training and awareness programme covers topics such as phishing and the correct classification and handling of our information.",0
762,"Company HealthCare Foundation – a Delaware, US not-for-profit corporation and a Pharmaceuticals, organised for charitable purposes, including to promote public awareness and education of healthcare issues and support eligible non-profit organisations in alignment with its mission.",0
763,"The Group’s primary targets are to increase the number of women in senior management roles (female representation is at to 25% at Vice President and 19% at Director levels), and in the research and development (R&D) teams.",1
764,This may also impact our ability to attract and retain talent to compete in the marketplace.,0
765,"Failure of our systems as well as cybersecurity incidents could lead to business disruption, loss of confidential information, unauthorised access to our data, as well as a breach of data privacy regulations.",0
766,> Strategies to secure critical systems and processes. > Regular cybersecurity and privacy training for employees.,0
767,"An example of this is our in-house developed player behaviour monitoring technology called the Observer, which uses sophisticated algorithms to flag unusual or potentially concerning customer activity to our highly trained safer gambling team.",1
768,"An adverse outcome in these proceedings could have a material adverse effect on our business and results of operations, require us to change our merchant agreements in a way that could expose our cards to increased merchant steering and other forms of discrimination that could impair the Card Member experience, result in additional litigation and/or arbitrations, impose substantial monetary damages and damage our reputation and brand.",0
769,"We are subject to numerous laws and regulations designed to protect this information, such as the European Union’s General Data Protection Regulation (“GDPR”), the United Kingdom’s GDPR, the California Consumer Privacy Act (and its successor the California Privacy Rights Act that will go into effect on January and state laws governing the protection of privacy, health or other personally identifiable information and data privacy and cybersecurity laws in other regions.",0
770,"This strong brand awareness is built around our key values, which are continually reinforced throughout our activities, promotions and advertising campaigns.",0
771,"Further, like other companies in the retail industry, during the ordinary course of business, we and our vendors have in the past experienced, and we expect to continue to experience, cyber-attacks of varying degrees and types, including phishing, and other attempts to breach, or gain unauthorized access to, our systems.",0
772,Key Performance Indicators Our Great Place to Work strategy is built around two priorities: Contribution to the enterprise and Contribution to society.,1
773,"Despite these benefits, board members recognized that the optimum meeting format was in-person, as this maximized opportunities for interaction among board members, and also with the Company leadership team and the workforce more generally.",0
774,We have conducted a gap analysis to assess the extent to which our existing processes and public disclosures on climate risks (in our annual report and CDP submission) align with the recommendations of the TCFD.,0
775,Patients and patient networks Payers Investor community Healthcare professionals Academic and R&D partners Commercial collaborators and partners Overview Significance of the stakeholder to the business Patients are at the heart of what we do.,0
776,We are raising the bar by committing to equal pay for equal work (or work of equal value) between female and male colleagues.,1
777,"For example, the Environmental, Social and Governance Committee of the Board of Directors oversees the Company’s strategies, policies and practices regarding social issues and trends, including diversity and inclusion initiatives, health and safety, human rights, and philanthropy and community investment matters.",1
778,Murray is a deferred member of a US final salary pension plan.,0
779,Provisions for contractually defined nuclear obligations relate to all obligations the value of which is specified in contracts under civil law.,0
780,Through its payout in both cash and investment shares it also drives and rewards sound business decisions for Company’s long-term health while aligning Executive Board and shareholder interests at the same time.,0
781,"Transforming healthcare delivery through a focus on: > Impacting and improving the whole patient experience, from disease prevention and awareness, diagnosis, treatment, post-treatment to wellness.",0
782,"Monitored management’s progress in the execution of Company’s strategy, with updates from the CEO and CFO at board meetings covering, among other matters, performance against Company aims 1-3 and a sustainability and ESG update.",1
783,"Changes to some of these assumptions, in particular the discount rate and inflation rate, could result in material changes to the carrying amounts of the group's pension and other post-retirement benefit obligations within the next financial year, in particular for the UK, US and Eurozone plans.",0
784,We make it a foundation to do business with respect for people’s dignity and human rights.,1
785,"First and most important is the quality and behaviour of operational management, the first line of defence.",0
786,"In countries outside the United States, regulators continue to focus on a number of key areas impacting our card-issuing businesses, particularly consumer protection (such as in the European Union (EU), the United Kingdom and Canada) and responsible lending (such as in Australia, Mexico, New Zealand and Singapore), with increasing importance on and attention to customers and outcomes rather than just ensuring compliance with local rules and regulations.",0
787,"As this global consumer trend for health and wellness continues, we see a great future for low-calorie and non-alcoholic beer.",1
788,"The company’s obligations for short-term employee benefits such as wages, salaries and sick leave are recognised as part of current trade and other payables in the statement of financial position.",0
789,We know that we must continue to empower customers to make safe and responsible decisions about their gambling.,1
790,We monitor for emerging threats and vulnerabilities to manage our physical and information security.,0
791,% of fair wage assessment across operating companies and % of direct employees in assessed operating companies that earn at least a fair wage 13.,1
792,"It has driven us to innovate and collaborate to protect the environment, support local communities and make a positive contribution to society – all with a focus on delivering the UN Sustainable Development Goals (SDGs).",1
793,"The conversations covered topics such as the composition and expertise of the Supervisory Board, access to information, frequency and quality of the meetings, leadership developments, quality and timeliness of the meeting materials, and the nature of the topics discussed during meetings.",0
794,"from prevention, awareness, diagnosis and treatment to post-treatment and wellness; and commit to humanitarian relief, grants and donations.",1
795,The framework includes risk-based third-party due diligence and internal and external awareness and training.,1
796,"By information including packaging recycling symbols, legal drinking age symbols and a QR-code linking to further information on alcohol and health.",0
797,"• Accounting policies  Shareholders’ equity  The translation reserve and other legal reserves were previously formed under, and are still recognised in accordance with, the Dutch Civil Code.  A. Company disclosures  A.",0
798,"Projects will vary from creating access to water to addressing unemployment, tackling inequality and more.",1
799,"This consists of controls designed to identify, protect, detect, respond and recover from information and cyber security incidents.",0
800,"In addition, the Company maintains the Supplemental Executive Retirement Plan which provides retirement income to its former Chief Executive Officer for life, based on averaged compensation before retirement, including base salary and cash incentive compensation.",0
801,Later he suffered an accident that left him partially immobile for a few months.,0
802,"a refreshed set of harmonized ‘safety leadership principles’, designed to guide behaviour and ways of working across Company – driving a robust, consistent safety culture.",0
803,"Human rights We believe everyone deserves to be treated with fairness, respect and dignity.",1
804,"WWe may not be successful in our efforts to promote card usage through marketing and promotion, merchant acceptance and Card Member rewards and services, or to effectively control the costs of such investments, both of which may materially impact our profitability.",0
805,"The contribution rates in the pension plan have not changed for several years, and only age driven adjustments were applied.",0
806,Prepared in accordance with International Financial Reporting Standards (IFRS) as adopted by the European Union (EU) and comply with the financial reporting requirements included in Part Civil Code.,0
807,of the action and drive a sense of community.,1
808,"For the benefit of society, we want to be valued and trusted by our stakeholders as a sustainable source of great medicines over the long term.",1
809,"A listed entity should disclose whether it has any material exposure to environmental or social risks and, if it does, how it manages or intends to manage those risks.",1
810,Equal pay: Comparable salary levels for male and female employees on similar type of jobs in an operating company.,1
811,"Together with local communities and government agencies, we brought the river behind our brewery back to life within three years and increased access to water for communities.",1
812,will set and prospectively disclose appropriate ESG target(s) on an annual basis.,1
813,"Engagement with the workforce The Board and its ESG Committee take a keen interest in the welfare of environment, and embraces its overall responsibility for the people within the Company.",1
814,"Melody is an advocate for the advancement of women in energy as the prior executive sponsor of the Chevron Women’s Network, a member of the advisory board for McKinsey Advancing Women in Energy and through other venues.",1
815,"We aim to empower consumers by making it easier to select the right beverage for the right occasion, everywhere and at any time of day.",0
816,"Company is a leading global technology company that energizes the transformation of society and industry to achieve a more productive, sustainable future.",0
817,"Alexion neither admitted nor denied any wrongdoing in connection with the settlement but paid $SEC, consisting of amounts attributable to disgorgement, civil penalties, and prejudgment interest.",0
818,We are stepping up our focus to deliver continuous productivity improvements and raising the bar of our environmental and social sustainability ambitions.,1
819,"We launched new trainings for security staff in line with the Voluntary Principles on Security and Human Rights, focusing on operations in volatile environments.",1
820,Each is designed to change habits by advocating positive behaviours rather than criticising bad behaviour.,0
821,"The Directors’ diverse range of skills, experience and industry knowledge, and ability to exercise independent and objective judgement, help the Board to operate effectively in its oversight of delivery of the Group’s strategy, generation of shareholder value and contributions to wider society.",1
